Item_ID	Sentence	Determiner	Noun	Predicate	Subject	SubjectLength	SubjectParse
256497:4	the boys were good.	the	boys	good	the boys	2	(NP (DT The) (NNS boys))
256501:37	but david was fabulous -- he was just great -- and the boys were great.	the	boys	great	the boys	2	(NP (DT the) (NNS boys))
256504:6	the boys were big time, but we had to have the sound system, the lighting, the stage -- everything had to move at the pace of david's imagination.	the	boys	big	the boys	2	(NP (DT The) (NNS boys))
256840:11	most of the musicians were black and the music had changed and really had an r$ b flavour.	the	musicians	black	the musicians	2	(NP (DT the) (NNS musicians))
257767:85	in the late 1940s and 1950s the fast reactor was held in such esteem that other forms of nuclear power generation were seen as filling in time until the fbrs were ready to go on stream.	the	fbrs	ready	the fbrs	2	(NP (DT the) (NNS FBRs))
258212:4	the packages were worth$ 600 million each.	the	packages	worth	the packages	2	(NP (DT The) (NNS packages))
266078:17	fortunately for the investigators, the fishermen were eager to talk about dolphin hunting.	the	fishermen	eager	the fishermen	2	(NP (DT the) (NNS fishermen))
266080:9	nevertheless, the rewards were poor.	the	rewards	poor	the rewards	2	(NP (DT the) (NNS rewards))
269699:5	the theorists were adamant, though, and thus began the hunt for the" missing mass" -- unobserved dark stuff that would bring w up to 1.	the	theorists	adamant	the theorists	2	(NP (DT The) (NNS theorists))
274394:26	for five days before the president's announcement all banks were closed, by order.	all	banks	closed	all banks	2	(NP (DT all) (NNS banks))
274450:33	a gang of muslim extremists believed her story, and the results were dire.	the	results	dire	the results	2	(NP (DT the) (NNS results))
274965:21	as in the 1987 general election, the conservatives were readier to put themselves on the line -- to be made fools of, as might be, by voters and journalists.	the	conservatives	readier	the conservatives	2	(NP (DT the) (NNS Conservatives))
277774:11	most of the vietnamese were glad to be sent home.	the	vietnamese	glad	the vietnamese	2	(NP (DT the) (NNS Vietnamese))
277882:8	if the rebels were prudent they would hold the line where it is, and take advantage of the peace talks that the american state department has by steady diplomacy arranged for them in london.	the	rebels	prudent	the rebels	2	(NP (DT the) (NNS rebels))
286505:4	the issues were simpler: what price to pay to the current proprietors?	the	issues	simpler	the issues	2	(NP (DT The) (NNS issues))
286510:10	essentially, the talks were hostile: morgan used the threat of price war to force firms to sell out and merge.	the	talks	hostile	the talks	2	(NP (DT the) (NNS talks))
287986:4	these acts were shameful.	these	acts	shameful	these acts	2	(NP (DT These) (NNS acts))
290419:55	if benefits were not deducted when mothers worked, they would not discourage working; if some benefits were available only for working mothers --lrb- child care, for instance --rrb-, they would encourage it.	some	benefits	available	some benefits	2	(NP (DT some) (NNS benefits))
291553:10	above all the people were strange.	the	people	strange	the people	2	(NP (DT the) (NNS people))
291584:10	... the women were better.	the	women	better	... the women	3	(NP (. .) (. .) (. .) (DT The) (NNS women))
292696:5	the exercises were ill-received, and gassendi seems to have decided that he might make more headway against the aristotelians by systematically presenting an alternative point of view, rather than by direct argument against them.	the	exercises	ill-received	the exercises	2	(NP (DT The) (NNS Exercises))
293911:94	at the beginning of the nineteenth century we find lord eldon sometimes keeping a case for ten years to think over, and not delivering judgement till perhaps most of the parties were dead and most of the property had gone in costs.	the	parties	dead	the parties	2	(NP (DT the) (NNS parties))
295003:53	priority, as between successive mortgagees of shares, is determined by the date at which the mortgages were effected, as a company is under no obligation to accept notices by mortgagees.	the	mortgages	effected	the mortgages	2	(NP (DT the) (NNS mortgages))
295872:9	at least the accountants were happy, as for the first time in england match receipts passed the$ l million mark.	the	accountants	happy	at least the accountants	4	(NP (ADVP (IN At) (JJS least)) (DT the) (NNS accountants))
296160:78	time had been lost to rain and bad light, and by the close england had struggled to 35 for 3; next morning, the conditions were better and tavare, on his international debut, reached 82 not out.	the	conditions	better	the conditions	2	(NP (DT the) (NNS conditions))
298837:43	that way you were covered, legally; he was dead, and the police were happy.	the	police	happy	the police	2	(NP (DT the) (NNS police))
300106:9	nevertheless, the questions were fundamental.	the	questions	fundamental	the questions	2	(NP (DT the) (NNS questions))
300176:66	i put up for sale the service areas on new long leases, retaining some controls only to ensure that the areas were safe stopping places for motorway travellers.	the	areas	safe	the areas	2	(NP (DT the) (NNS areas))
300200:5	the ferries were safe but too often they were outdated and uncomfortable.	the	ferries	safe	the ferries	2	(NP (DT The) (NNS ferries))
300572:29	by the time we got to trafalgar square the crowds were thick on the pavements and cheering anything that moved.	the	crowds	thick	the crowds	2	(NP (DT the) (NNS crowds))
300762:16	there, many of the patients were old and suffering from dementia.	the	patients	old	the patients	2	(NP (DT the) (NNS patients))
301256:17	it was clear that some economies were possible if more generic drugs were prescribed rather than branded drugs.	some	economies	possible	some economies	2	(NP (DT some) (NNS economies))
301702:6	the savings were major but they were in the future; the costs would arise now.	the	savings	major	the savings	2	(NP (DT The) (NNS savings))
301738:4	the proposals were due to be considered by cabinet ten days later and ministers do not like seeing what they are to discuss plastered all over the press beforehand.	the	proposals	due	the proposals	2	(NP (DT The) (NNS proposals))
305187:173	there had been a running buffet in the kitchen and they helped themselves when they were hungry, like gauchos on an argentine estancia, but meals glued life together for alan's family and he could be heard intoning, intoning, instructing, instructing in his foggy monotone with never a word in reply, until the children were able to" get down".	the	children	able	the children	2	(NP (DT the) (NNS children))
305659:18	like the visits themselves, the confidences were optional, not obligatory.	the	confidences	optional	the confidences	2	(NP (DT the) (NNS confidences))
306841:14	he wondered if the mice were white.	the	mice	white	the mice	2	(NP (DT the) (NNS mice))
316395:47	yet they were alike: viola was a shade darker in skin and hair but the features were similar enough for there to be little difference between the two women in a picture.	the	features	similar	the features	2	(NP (DT the) (NNS features))
317129:23	the voice was calm and soft and the words were ordinary, but he knew he was being told a horror story.	the	words	ordinary	soft and the words	4	(NP (JJ soft) (CC and) (DT the) (NNS words))
318635:42	she wished she could see bella's face properly, but the shadows were thick and all she could make out was the outline of a head.	the	shadows	thick	the shadows	2	(NP (DT the) (NNS shadows))
